budget,genres,id,production_companies,production_countries,release_date,revenue,title,vote_average
24000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",184098,"[{""name"": ""Will Packer Productions"", ""id"": 49968}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",6/20/2014,70181428,Think Like a Man Too,6.4
41300000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",2069,"[{""name"": ""Franchise Pictures"", ""id"": 1403}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Morgan Creek Productions"", ""id"": 10210}, {""name"": ""Nine Yards Productions"", ""id"": 51772}, {""name"": ""Rational Packaging Company"", ""id"": 53013}, {""name"": ""Lansdown Films"", ""id"": 53014}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2/18/2000,106371651,The Whole Nine Yards,6.2
8200000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]",1788,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""IndieProd Company Productions"", ""id"": 959}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2/17/1984,80035402,Footloose,6.4
24000000,"[{""id"": 35, ""name"": ""Comedy""}]",11635,"[{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""The Montecito Picture Company"", ""id"": 2364}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2/21/2003,87055349,Old School,6.6
24000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",177,"[{""name"": ""TriStar Pictures"", ""id"": 559}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",9/9/1991,41895491,The Fisher King,7.2
65000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",3600,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Mandalay Entertainment"", ""id"": 1236}, {""name"": ""Summer Knowledge LLC"", ""id"": 1464}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",11/13/1998,40002112,I Still Know What You Did Last Summer,5.1
24000000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",2621,"[{""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}, {""name"": ""JLT Productions"", ""id"": 65402}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",4/7/2000,36609995,Return to Me,6.1
24000000,"[{""id"": 35, ""name"": ""Comedy""}]",10358,"[{""name"": ""Blue Askew"", ""id"": 2599}, {""name"": ""View Askew Productions"", ""id"": 16934}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",9/18/2008,42105111,Zack and Miri Make a Porno,6.1
24000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",10480,"[{""name"": ""Gramercy Pictures"", ""id"": 37}, {""name"": ""USA Films"", ""id"": 987}, {""name"": ""Intermedia"", ""id"": 8856}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",9/8/2000,0,Nurse Betty,5.9
24000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10752, ""name"": ""War""}]",10313,"[{""name"": ""BBC Films"", ""id"": 288}, {""name"": ""Smoke House"", ""id"": 1782}, {""name"": ""Ruby Films"", ""id"": 2054}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",10/17/2009,68729358,The Men Who Stare at Goats,5.9
0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",18828,"[{""name"": ""Touchstone Pictures"", ""id"": 9195}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1/12/2001,0,Double Take,5.5
40000000,"[{""id"": 18, ""name"": ""Drama""}]",3558,"[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""3 Arts Entertainment"", ""id"": 787}, {""name"": ""Global Entertainment Productions GmbH & Company Medien KG"", ""id"": 9269}, {""name"": ""Red Wagon Entertainment"", ""id"": 14440}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",12/21/1999,0,"Girl, Interrupted",7.6
17000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",13476,"[{""name"": ""DreamWorks SKG"", ""id"": 27}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1/23/2004,16980098,Win a Date with Tad Hamilton!,5.5
24000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 10751, ""name"": ""Family""}]",10208,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Jim Henson Company, The"", ""id"": 6254}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",7/14/1999,16290976,Muppets from Space,5.8
24000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10402, ""name"": ""Music""}]",24961,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Motown Productions"", ""id"": 2730}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",10/24/1978,21049053,The Wiz,5.9
24000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",20697,"[{""name"": ""Bel Air Entertainment"", ""id"": 788}, {""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",4/7/2000,12372410,Ready to Rumble,4.7
24000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",20761,"[{""name"": ""Touchstone Pictures"", ""id"": 9195}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",12/25/1999,8434146,Play It to the Bone,5.7
24000000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}]",70868,"[{""name"": ""The Weinstein Company"", ""id"": 308}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",9/16/2011,30551495,I Don't Know How She Does It,5
24000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 27, ""name"": ""Horror""}]",43593,"[{""name"": ""The Weinstein Company"", ""id"": 308}, {""name"": ""Atmosphere Entertainment MM"", ""id"": 2995}, {""name"": ""Chako Film Company"", ""id"": 7332}, {""name"": ""Dimension Films"", ""id"": 7405}, {""name"": ""Intellectual Properties Worldwide"", ""id"": 18524}, {""name"": ""Aja / Levasseur Productions"", ""id"": 22596}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",8/20/2010,83188165,Piranha 3D,5.3
23000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}]",6478,"[{""name"": ""Lionsgate"", ""id"": 1632}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",12/17/2004,0,Beyond the Sea,6.5
24000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",40688,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}]",[],3/27/1998,4562146,Meet the Deedles,4.1
28000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 10751, ""name"": ""Family""}]",26672,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Allied Filmmakers"", ""id"": 1755}, {""name"": ""Richard Williams Productions"", ""id"": 6045}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",9/23/1993,669276,The Thief and the Cobbler,6.8
0,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]",45881,[],"[{""iso_3166_1"": ""ES"", ""name"": ""Spain""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}]",1/1/2004,0,The Bridge of San Luis Rey,5.4
24000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",41283,"[{""name"": ""Castle Rock Entertainment"", ""id"": 97}, {""name"": ""TriStar Pictures"", ""id"": 559}, {""name"": ""State Street Pictures"", ""id"": 3356}, {""name"": ""CBS Films"", ""id"": 5490}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",11/23/2010,23081726,Faster,6.1
24000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}]",4935,"[{""name"": ""Studio Ghibli"", ""id"": 10342}, {""name"": ""Buena Vista Home Entertainment"", ""id"": 11200}, {""name"": ""Mitsubishi"", ""id"": 11847}, {""name"": ""d-rights"", ""id"": 12518}, {""name"": ""Tohokushinsha Film Corporation"", ""id"": 74952}]","[{""iso_3166_1"": ""JP"", ""name"": ""Japan""}]",11/19/2004,234710455,Howl's Moving Castle,8.2
23600000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 27, ""name"": ""Horror""}]",19908,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Pariah"", ""id"": 11733}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",10/7/2009,102391382,Zombieland,7.2
23000000,"[{""id"": 35, ""name"": ""Comedy""}]",10663,"[{""name"": ""Touchstone Pictures"", ""id"": 9195}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",11/6/1998,185991646,The Waterboy,5.9
18000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",1891,"[{""name"": ""Lucasfilm"", ""id"": 1}, {""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",5/17/1980,538400000,The Empire Strikes Back,8.2
19000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",9737,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Don Simpson/Jerry Bruckheimer Films"", ""id"": 10288}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",4/7/1995,141407024,Bad Boys,6.5
23000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",37137,"[{""name"": ""Paramount Pictures"", ""id"": 4}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",6/28/1991,86930411,The Naked Gun 2½: The Smell of Fear,6.6
23000000,"[{""id"": 27, ""name"": ""Horror""}]",9532,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Zide-Perry Productions"", ""id"": 3169}, {""name"": ""Hard Eight Pictures"", ""id"": 48772}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",3/16/2000,53302314,Final Destination,6.4
12500000,"[{""id"": 18, ""name"": ""Drama""}]",10316,"[{""name"": ""Appian Way"", ""id"": 562}, {""name"": ""Crystal City Entertainment"", ""id"": 9018}, {""name"": ""Cross Creek Pictures"", ""id"": 10246}, {""name"": ""Exclusive Media Group"", ""id"": 11448}, {""name"": ""Smokehouse Pictures"", ""id"": 22695}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",9/24/2011,75993061,The Ides of March,6.5
23000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}]",2787,"[{""name"": ""Interscope Communications"", ""id"": 10201}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2/18/2000,53187659,Pitch Black,6.7
23000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",12658,"[{""name"": ""Fox 2000 Pictures"", ""id"": 711}, {""name"": ""Lynda Obst Productions"", ""id"": 13769}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",3/30/2001,0,Someone Like You...,6
23000000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 18, ""name"": ""Drama""}]",152601,"[{""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Annapurna Pictures"", ""id"": 13184}]","[{""iso_3166_1"": ""CN"", ""name"": ""China""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",12/18/2013,47351251,Her,7.9
23000000,"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}]",10866,"[{""name"": ""Regency Enterprises"", ""id"": 508}, {""name"": ""Epsilon Motion Pictures"", ""id"": 1171}, {""name"": ""LivePlanet"", ""id"": 7161}, {""name"": ""New Regency Pictures"", ""id"": 10104}, {""name"": ""Bad Robot"", ""id"": 11461}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",10/5/2001,36642838,Joy Ride,6.3
25000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}]",227707,"[{""name"": ""Matador Pictures"", ""id"": 707}, {""name"": ""Arcadia Motion Pictures"", ""id"": 7543}, {""name"": ""uFilm"", ""id"": 8676}, {""name"": ""Afrodita Audiovisual, A.I.E."", ""id"": 10069}, {""name"": ""Le Tax Shelter du Gouvernement F\u00e9d\u00e9ral de Belgique"", ""id"": 11921}, {""name"": ""Telef\u00f3nica Producciones"", ""id"": 16742}, {""name"": ""Umedia"", ""id"": 19037}, {""name"": ""Entertainment Motion Pictures"", ""id"": 20386}, {""name"": ""Cinema One"", ""id"": 49252}, {""name"": ""Nix Films"", ""id"": 53195}, {""name"": ""International Pictures Two"", ""id"": 66897}, {""name"": ""Cronos Entertainment AIE"", ""id"": 66899}]","[{""iso_3166_1"": ""BE"", ""name"": ""Belgium""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""ES"", ""name"": ""Spain""}]",12/5/2013,6399,The Adventurer: The Curse of the Midas Box,5.1
23000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",21349,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Fox 2000 Pictures"", ""id"": 711}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",11/12/1999,18653615,Anywhere But Here,5.9
0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",19150,"[{""name"": ""Touchstone Pictures"", ""id"": 9195}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",8/21/2000,0,The Crew,6.4
23000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",70435,"[{""name"": ""Irish Film Board"", ""id"": 5267}, {""name"": ""Relativity Media"", ""id"": 7295}]","[{""iso_3166_1"": ""IE"", ""name"": ""Ireland""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",11/6/2011,33372606,Haywire,5.6
23000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",580,"[{""name"": ""Universal Pictures"", ""id"": 33}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",7/17/1987,51881013,Jaws: The Revenge,3.5
0,"[{""id"": 18, ""name"": ""Drama""}]",9819,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Scott Rudin Productions"", ""id"": 258}, {""name"": ""Tribeca Productions"", ""id"": 11391}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",12/18/1996,0,Marvin's Room,6.6
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",13579,"[{""name"": ""Cube Vision"", ""id"": 2780}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",8/22/2008,0,The Longshots,6.5
23000000,"[{""id"": 18, ""name"": ""Drama""}]",20024,"[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",12/3/1999,10827816,The End of the Affair,6.6
23000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",2453,"[{""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}, {""name"": ""Krisjair"", ""id"": 22058}, {""name"": ""Laredo"", ""id"": 22059}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",8/23/1991,7434726,Harley Davidson and the Marlboro Man,6.1
23000000,"[{""id"": 36, ""name"": ""History""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}]",6973,"[{""name"": ""Summit Entertainment"", ""id"": 491}, {""name"": ""Blackfriars Bridge Films"", ""id"": 2087}, {""name"": ""NALA Films"", ""id"": 2088}, {""name"": ""Samuels Media"", ""id"": 2089}, {""name"": ""Warner Independent Pictures (WIP)"", ""id"": 11509}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",8/31/2007,29541790,In the Valley of Elah,6.6
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",11156,"[{""name"": ""France 2 Cin\u00e9ma"", ""id"": 83}, {""name"": ""Haut et Court"", ""id"": 726}, {""name"": ""SCOPE Invest"", ""id"": 2250}, {""name"": ""Cin\u00e9@"", ""id"": 2564}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Cin\u00e9Cin\u00e9ma"", ""id"": 6301}, {""name"": ""Scope Pictures"", ""id"": 11199}, {""name"": ""Soficapital"", ""id"": 11247}, {""name"": ""France 2 (FR2)"", ""id"": 11359}, {""name"": ""Le Tax Shelter du Gouvernement F\u00e9d\u00e9ral de Belgique"", ""id"": 11921}, {""name"": ""Cofinova 5"", ""id"": 12053}, {""name"": ""Films Distribution"", ""id"": 20881}, {""name"": ""Banque Populaire Images 9"", ""id"": 30301}]","[{""iso_3166_1"": ""BE"", ""name"": ""Belgium""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}]",4/22/2009,0,Coco Before Chanel,6.6
11000000,"[{""id"": 37, ""name"": ""Western""}, {""id"": 18, ""name"": ""Drama""}]",354110,"[{""name"": ""Minds Eye Entertainment"", ""id"": 8583}, {""name"": ""Panacea Entertainment"", ""id"": 13680}, {""name"": ""Moving Pictures Media"", ""id"": 21012}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}]",9/16/2015,0,Forsaken,5.8
23000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",22215,"[{""name"": ""Path\u00e9 Renn Productions"", ""id"": 866}, {""name"": ""UK Film Council"", ""id"": 2452}, {""name"": ""Aramid Entertainment Fund"", ""id"": 3272}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""Bill Kenwright Films"", ""id"": 7058}, {""name"": ""Pathe"", ""id"": 7396}, {""name"": ""Deutsche Filmf\u00f6rderfonds (DFFF)"", ""id"": 11238}, {""name"": ""R\u00e9gion Ile-de-France"", ""id"": 11246}, {""name"": ""France 3 Cinema"", ""id"": 16804}, {""name"": ""Centre National de la Cin\u00e9matographie (CNC)"", ""id"": 18367}, {""name"": ""National Lottery through UK Film Council"", ""id"": 20456}, {""name"": ""Filmstiftung Nordrhein-Westfalen"", ""id"": 27897}, {""name"": ""Cine Productions"", ""id"": 30298}, {""name"": ""MMC Studios"", ""id"": 30299}, {""name"": ""Tiggy Films"", ""id"": 30300}, {""name"": ""Banque Populaire Images 9"", ""id"": 30301}, {""name"": ""Cheri Productions"", ""id"": 30302}, {""name"": ""Erste MMC-Production"", ""id"": 30303}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}]",2/10/2009,9366227,Cheri,5.9
23000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",11632,"[{""name"": ""Alliance Films"", ""id"": 2514}, {""name"": ""Focus Features"", ""id"": 10146}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",9/1/2004,16123851,Vanity Fair,5.5
23000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 36, ""name"": ""History""}]",30596,"[{""name"": ""China Film Group Corporation"", ""id"": 2270}]","[{""iso_3166_1"": ""CN"", ""name"": ""China""}]",12/18/2009,5837674,Bodyguards and Assassins,6.5
25000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",3021,"[{""name"": ""The Weinstein Company"", ""id"": 308}, {""name"": ""Di Bonaventura Pictures"", ""id"": 435}, {""name"": ""Dimension Films"", ""id"": 7405}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",7/12/2007,94679598,1408,6.5
22700000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}]",957,"[{""name"": ""Brooksfilms Ltd."", ""id"": 617}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",6/24/1987,38119483,Spaceballs,6.7
22500000,"[{""id"": 10752, ""name"": ""War""}, {""id"": 18, ""name"": ""Drama""}]",256917,"[{""name"": ""Hopscotch Features"", ""id"": 21079}, {""name"": ""Fear of God Films"", ""id"": 40309}]","[{""iso_3166_1"": ""AU"", ""name"": ""Australia""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",12/25/2014,15520023,The Water Diviner,6.8
22000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 10749, ""name"": ""Romance""}]",251,"[{""name"": ""Paramount Pictures"", ""id"": 4}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",7/12/1990,505000000,Ghost,6.9
23000000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}]",544,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",7/15/1998,369884651,There's Something About Mary,6.5
22000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",11395,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Hollywood Pictures"", ""id"": 915}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",11/10/1994,189833357,The Santa Clause,6.3
20000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",14635,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Gran Via Productions"", ""id"": 2605}, {""name"": ""98 MPH Productions"", ""id"": 2939}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",3/25/2002,75597042,The Rookie,6.5
22000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",13680,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Mayhem Pictures"", ""id"": 22881}, {""name"": ""Monkey Dance Productions"", ""id"": 80510}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",9/28/2007,147880543,The Game Plan,6
24000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",688,"[{""name"": ""Amblin Entertainment"", ""id"": 56}, {""name"": ""Malpaso Productions"", ""id"": 171}, {""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",5/28/1995,182016617,The Bridges of Madison County,7.3
22000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",11090,"[{""name"": ""Revolution Studios"", ""id"": 497}, {""name"": ""Happy Madison Productions"", ""id"": 2608}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",6/1/2001,84772742,The Animal,4.6
22000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",783,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Goldcrest Films International"", ""id"": 500}, {""name"": ""Indo-British"", ""id"": 501}, {""name"": ""International Film Investors"", ""id"": 502}, {""name"": ""National Film Development Corporation of India"", ""id"": 503}, {""name"": ""Carolina Bank"", ""id"": 504}]","[{""iso_3166_1"": ""IN"", ""name"": ""India""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",11/30/1982,77737889,Gandhi,7.4
22000000,"[{""id"": 18, ""name"": ""Drama""}]",228194,"[{""name"": ""Amblin Entertainment"", ""id"": 56}, {""name"": ""Harpo Films"", ""id"": 3298}, {""name"": ""Participant Media"", ""id"": 6735}, {""name"": ""Imagenation Abu Dhabi FZ"", ""id"": 6736}, {""name"": ""Reliance Entertainment"", ""id"": 7294}, {""name"": ""Touchstone Pictures"", ""id"": 9195}, {""name"": ""DreamWorks Studios"", ""id"": 31893}]","[{""iso_3166_1"": ""IN"", ""name"": ""India""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""AE"", ""name"": ""United Arab Emirates""}]",8/6/2014,88880821,The Hundred-Foot Journey,7.3
22000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}]",1642,"[{""name"": ""Columbia Pictures"", ""id"": 5}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",7/28/1995,110627965,The Net,5.6
22000000,"[{""id"": 18, ""name"": ""Drama""}]",10950,"[{""name"": ""New Line Cinema"", ""id"": 12}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",12/28/2001,92542418,I Am Sam,7.2
